uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy,publicationDate,release
1ef797f4-cd7d-41a2-bf85-813d81826115,SERC_047.basePlot.ltr,D02,SERC,SERC_047,SERC_047_333,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC047333.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
dd0a2da6-3bc7-4b39-810a-1bf68fac716d,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_361,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC046361.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
ac5b88f9-0e54-489a-b027-d08c1a9b04de,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_102,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC043102.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
b9a8424a-c8d0-410c-ab5d-508b8f7b6e10,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_698,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC053698.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
c8ce096c-f917-4d2c-9f7b-3b2e93b848a0,SERC_059.basePlot.ltr,D02,SERC,SERC_059,SERC_059_022,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC059022.20160203,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
84e5b3b1-9cc5-4b9c-bc8a-0e04767450bb,SERC_059.basePlot.ltr,D02,SERC,SERC_059,SERC_059_615,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC059615.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
0031e747-d31a-4e3a-b3ab-238ebd476637,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_930,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC046930.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
3a220ad8-da72-491f-8f1e-4d4d734d1f47,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_664,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC043664.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
63908226-6cb0-42f3-8045-fb6fcc3468c0,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_363,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC061363.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
da3c6d69-4b5c-456d-8ada-e6fefeb318c2,SERC_049.basePlot.ltr,D02,SERC,SERC_049,SERC_049_869,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC049869.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
69852772-de55-446b-b27a-fcc0a546c78d,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_668,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC054668.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
5a19689d-b047-4a86-a165-6e572f796565,SERC_056.basePlot.ltr,D02,SERC,SERC_056,SERC_056_401,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC056401.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
9032d0d2-378c-46be-8349-b730deaa890e,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_763,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC053763.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
e37c718a-62e4-4e08-acb5-79a63dab88cb,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_856,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC061856.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
a20e02ed-4bf5-4deb-b56c-d6149c094d02,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_103,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC054103.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
263ccdc1-2c58-42a3-9006-faac807cd4f3,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_900,2015-12-03,2016-02-03,LTR.2016.SERC.01,62,NEON.LTR.SERC060900.20160203,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
a2087659-fc64-4b19-970e-8f8fca73bfbf,SERC_050.basePlot.ltr,D02,SERC,SERC_050,SERC_050_333,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC050333.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
84966927-106e-4f44-a798-1b9be6892e6b,SERC_051.basePlot.ltr,D02,SERC,SERC_051,SERC_051_204,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC051204.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
75018ba1-6d0a-461b-903a-5625163bfec8,SERC_058.basePlot.ltr,D02,SERC,SERC_058,SERC_058_363,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC058363.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
f0f93dd9-04dd-4266-a025-fffcbd464b98,SERC_045.basePlot.ltr,D02,SERC,SERC_045,SERC_045_809,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC045809.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
adbcd5c4-bcf4-488f-b658-1e3e8f3a514c,SERC_055.basePlot.ltr,D02,SERC,SERC_055,SERC_055_395,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC055395.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
1db391e1-0cdf-4de9-b6d1-8c413893c123,SERC_051.basePlot.ltr,D02,SERC,SERC_051,SERC_051_621,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC051621.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
f7a454bd-e6bc-4214-871c-e658b354b5e3,SERC_062.basePlot.ltr,D02,SERC,SERC_062,SERC_062_022,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC062022.20160204,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
49a80f2f-0f84-4ff0-bb78-4ab1f4b37d77,SERC_050.basePlot.ltr,D02,SERC,SERC_050,SERC_050_206,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC050206.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
8401f278-0262-4131-b57b-01c32f871659,SERC_048.basePlot.ltr,D02,SERC,SERC_048,SERC_048_621,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC048621.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
e66a5c4c-3626-44f7-b498-c14366a34a4a,SERC_055.basePlot.ltr,D02,SERC,SERC_055,SERC_055_818,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC055818.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
468623a4-0bf4-4ada-9089-cd29cdf455ad,SERC_045.basePlot.ltr,D02,SERC,SERC_045,SERC_045_151,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC045151.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
7db24a02-dee8-4e46-bdbf-d8ae3afbc8b8,SERC_058.basePlot.ltr,D02,SERC,SERC_058,SERC_058_827,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC058827.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
3862faa6-826a-48a7-9346-70e6416b6efd,SERC_048.basePlot.ltr,D02,SERC,SERC_048,SERC_048_079,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC048079.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
4c3f6410-7888-4550-a6b6-5d68ab3864e4,SERC_062.basePlot.ltr,D02,SERC,SERC_062,SERC_062_615,2015-12-03,2016-02-04,LTR.2016.SERC.01,63,NEON.LTR.SERC062615.20160204,NEON.DOC.001710vC,"OK - Litter collected - Trap in good shape, no issues",,,gchapman@neoninc.org,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
6b52e85f-bbe1-4cfc-836c-cc97c06d44fd,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_260,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC061260.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
01183e99-6f6a-4ebf-af9f-998b3c21b2b0,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_053,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC054053.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
618e7563-8b58-43bd-8fb1-578dfa131030,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_859,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC052859.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
c2280593-a615-433d-879d-0bb9bf0ac050,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_646,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC052646.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
a42664da-e59c-4a3b-97e9-fc00a4874a2a,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_545,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC054545.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
3f5aac30-4e18-428c-8f85-fbb40cccaa56,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_507,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC043507.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
54eff54a-3627-45bf-86bd-12f61624ddb1,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_827,2015-05-04,2016-03-24,LTR.2016.SERC.02,325,NEON.LTR.SERC061827.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
7c7945b7-3dc1-4c15-8b0a-907fde576451,SERC_058.basePlot.ltr,D02,SERC,SERC_058,SERC_058_278,2015-05-05,2016-03-23,LTR.2016.SERC.02,323,NEON.LTR.SERC058278.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
7d242283-e121-4796-91dd-8d3b6c95688e,SERC_058.basePlot.ltr,D02,SERC,SERC_058,SERC_058_856,2015-05-05,2016-03-23,LTR.2016.SERC.02,323,NEON.LTR.SERC058856.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
37f0ebd2-7e30-4f14-97a1-6eced1f53704,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_920,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC053920.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
bc27fc04-cebe-4741-82fb-cb0b7cfbfb6f,SERC_059.basePlot.ltr,D02,SERC,SERC_059,SERC_059_527,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC059527.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
b42b8f09-317f-4ded-8de9-11ef7e1cf614,SERC_059.basePlot.ltr,D02,SERC,SERC_059,SERC_059_183,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC059183.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
9104502f-d4d3-4d7a-9a95-b36e0c93f553,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_147,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC043147.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
c6efbece-541f-4430-9940-e623068a737d,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_949,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC044949.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
3149cc7d-0c5a-4ec7-97be-615bf2c933c3,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_587,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC053587.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
cfd45371-ca24-4fae-8272-0fcb7c7b9767,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_295,2015-05-05,2016-03-24,LTR.2016.SERC.02,324,NEON.LTR.SERC044295.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
a0b8b299-fc91-4bcc-999f-a539dbaf1d17,SERC_055.basePlot.ltr,D02,SERC,SERC_055,SERC_055_945,2015-05-06,2016-03-23,LTR.2016.SERC.02,322,NEON.LTR.SERC055945.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
1faab3c1-7212-41ca-a78e-34d94f3379ef,SERC_055.basePlot.ltr,D02,SERC,SERC_055,SERC_055_444,2015-05-06,2016-03-23,LTR.2016.SERC.02,322,"",NEON.DOC.001710vD,"RE - Litter not collected - trap broken, requires replacement",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
a8270dc6-9aac-472e-8be6-544ec53fcbbe,SERC_048.basePlot.ltr,D02,SERC,SERC_048,SERC_048_512,2015-05-06,2016-03-23,LTR.2016.SERC.02,322,NEON.LTR.SERC048512.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
656e0865-186c-45f5-9ddf-a53e65f37386,SERC_048.basePlot.ltr,D02,SERC,SERC_048,SERC_048_204,2015-05-06,2016-03-23,LTR.2016.SERC.02,322,"",NEON.DOC.001710vD,"RE - Litter not collected - trap broken, requires replacement",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
d252bdff-0266-4e31-a4fd-f53709b332be,SERC_049.basePlot.ltr,D02,SERC,SERC_049,SERC_049_646,2015-05-06,2016-03-24,LTR.2016.SERC.02,323,NEON.LTR.SERC049646.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
f53e37b9-bcab-4223-a094-a4acf9e1b7d7,SERC_056.basePlot.ltr,D02,SERC,SERC_056,SERC_056_426,2015-05-06,2016-03-24,LTR.2016.SERC.02,323,NEON.LTR.SERC056426.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
7b923e6b-4f5f-44c0-a4b5-d83ffd483d9f,SERC_049.basePlot.ltr,D02,SERC,SERC_049,SERC_049_859,2015-05-06,2016-03-24,LTR.2016.SERC.02,323,NEON.LTR.SERC049859.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
5ed79821-5980-4c47-a470-8c8933fc1e87,SERC_056.basePlot.ltr,D02,SERC,SERC_056,SERC_056_866,2015-05-06,2016-03-24,LTR.2016.SERC.02,323,NEON.LTR.SERC056866.20160324,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
22305f1c-b8ec-487b-bbe5-6840350b4389,SERC_062.basePlot.ltr,D02,SERC,SERC_062,SERC_062_183,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC062183.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
6630cc6a-54df-46db-9836-daa648c914f7,SERC_050.basePlot.ltr,D02,SERC,SERC_050,SERC_050_193,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC050193.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
df9b556e-785c-4d68-9b3c-4c683859a221,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_812,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC060812.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
47b6a976-9ec3-4f1c-903b-d995323cb756,SERC_045.basePlot.ltr,D02,SERC,SERC_045,SERC_045_950,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC045950.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
cd24cc3f-e09f-4a94-a257-f99a73708f6a,SERC_051.basePlot.ltr,D02,SERC,SERC_051,SERC_051_512,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,"",NEON.DOC.001710vD,"RE - Litter not collected - trap broken, requires replacement",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
14c2cb13-5dcd-4790-8f4b-5c594da994b4,SERC_062.basePlot.ltr,D02,SERC,SERC_062,SERC_062_527,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC062527.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
6976abf0-c3d3-46b1-9bfe-fa190636981d,SERC_050.basePlot.ltr,D02,SERC,SERC_050,SERC_050_258,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC050258.20160323,NEON.DOC.001710vD,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arolloson@field-ops.org,20210114T173507Z,RELEASE-2021
1af566d5-cc8f-49ef-bbbd-7de47c381432,SERC_051.basePlot.ltr,D02,SERC,SERC_051,SERC_051_079,2015-05-07,2016-03-23,LTR.2016.SERC.02,321,NEON.LTR.SERC051079.20160323,NEON.DOC.001710vE,"OK - Litter collected - Trap in good shape, no issues",,,rcumberland@field-ops.org,arollosson@field-ops.org,20210114T173507Z,RELEASE-2021
