uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy,publicationDate,release
ad100973-df66-4080-b02b-052c8869c0c7,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_670,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060670.20160203,NEON.LTR.SERC060670.20160203.OTH,NEON.DOC.001710vC,N,Other,0.29,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
99c0831c-e6b4-49f6-bc36-1c261cbc9a35,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_103,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054103.20160203,NEON.LTR.SERC054103.20160203.SDS,NEON.DOC.001710vC,N,Seeds,2.91,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
a60c4ba2-c50e-486e-84f0-fccce250f9b7,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_941,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC044941.20160203,NEON.LTR.SERC044941.20160203.SDS,NEON.DOC.001710vC,N,Seeds,21,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
1291b692-e009-4d0d-aaf9-f6079de3d15e,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_869,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052869.20160203,NEON.LTR.SERC052869.20160203.SDS,NEON.DOC.001710vC,N,Seeds,3.06,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
06398f4d-d4e3-4351-afa4-cd317b16191d,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_103,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054103.20160203,NEON.LTR.SERC054103.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
b2d3671a-eb38-4274-9548-7b984568fdd0,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_668,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054668.20160203,NEON.LTR.SERC054668.20160203.WDY,NEON.DOC.001710vC,N,Woody material,1.17,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
89e1ed8e-fad4-4111-8757-92be8d27e500,SERC_056.basePlot.ltr,D02,SERC,SERC_056,SERC_056_918,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC056918.20160203,NEON.LTR.SERC056918.20160203.LVS,NEON.DOC.001710vC,N,Leaves,4.9,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
c528c0ba-52da-41cb-8fc4-1f954e636d55,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_665,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052665.20160203,NEON.LTR.SERC052665.20160203.OTH,NEON.DOC.001710vC,N,Other,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
be3798f9-ef58-438b-a26e-8b4d50348873,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_909,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057909.20160203,NEON.LTR.SERC057909.20160203.LVS,NEON.DOC.001710vC,N,Leaves,5.31,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
efae9f50-b002-46fa-b851-5f0717dedc6b,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_869,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052869.20160203,NEON.LTR.SERC052869.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
1e9fe7d1-f1e2-4db5-b1a2-3cc91132dd01,SERC_047.basePlot.ltr,D02,SERC,SERC_047,SERC_047_333,2016-02-22,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC047333.20160203,NEON.LTR.SERC047333.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
a6dff7ce-3c22-4602-a495-736329c0d981,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_363,2016-04-14,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC061363.20160203,NEON.LTR.SERC061363.20160203.SDS,NEON.DOC.001710vC,N,Seeds,6.69,N,,alandes@field-ops.org,20210114T173454Z,RELEASE-2021
c3cbac37-ac8a-418c-af6d-39d5cde8a873,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_930,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC046930.20160203,NEON.LTR.SERC046930.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
6d59db64-3103-4897-9c3a-9d4fb9cfd6d3,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_930,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC046930.20160203,NEON.LTR.SERC046930.20160203.WDY,NEON.DOC.001710vC,N,Woody material,0.47,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
9d366fc6-4d1d-4998-8611-f154a808b2e6,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_909,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057909.20160203,NEON.LTR.SERC057909.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0.72,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
5dd196a4-9a34-430e-b14d-f3821bab3a18,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_900,2016-04-05,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060900.20160203,NEON.LTR.SERC060900.20160203.OTH,NEON.DOC.001710vC,N,Other,0.21,N,,arollosson@field-ops.org,20210114T173454Z,RELEASE-2021
649550aa-64ad-445e-a9d0-79f58b8f8aed,SERC_047.basePlot.ltr,D02,SERC,SERC_047,SERC_047_333,2016-02-22,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC047333.20160203,NEON.LTR.SERC047333.20160203.OTH,NEON.DOC.001710vC,N,Other,0.12,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
3352cbc2-2836-40b5-911c-3ebccf48ac7c,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_900,2016-04-05,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060900.20160203,NEON.LTR.SERC060900.20160203.SDS,NEON.DOC.001710vC,N,Seeds,3.93,N,,arollosson@field-ops.org,20210114T173454Z,RELEASE-2021
373e2170-782c-48ab-aa5f-7fdb0a4a303b,SERC_047.basePlot.ltr,D02,SERC,SERC_047,SERC_047_206,2016-02-22,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC047206.20160203,NEON.LTR.SERC047206.20160203.SDS,NEON.DOC.001710vC,N,Seeds,1.91,Y,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
348f686a-eaaa-470d-9ae4-e88cd2298c85,SERC_049.basePlot.ltr,D02,SERC,SERC_049,SERC_049_665,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC049665.20160203,NEON.LTR.SERC049665.20160203.SDS,NEON.DOC.001710vC,N,Seeds,1.49,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
c8b1a26b-6b4a-4234-ae5c-9bfe555d7947,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_103,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054103.20160203,NEON.LTR.SERC054103.20160203.WDY,NEON.DOC.001710vC,N,Woody material,9.17,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
43e4f909-e7bb-41f8-9e40-0b30b5fd7325,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_763,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC053763.20160203,NEON.LTR.SERC053763.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
72df96a7-8c8c-45de-b7a4-0dac92894a61,SERC_059.basePlot.ltr,D02,SERC,SERC_059,SERC_059_615,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC059615.20160203,NEON.LTR.SERC059615.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
6e584237-56e8-4cf4-86c7-e9ffdebebaec,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_869,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052869.20160203,NEON.LTR.SERC052869.20160203.LVS,NEON.DOC.001710vC,N,Leaves,0.97,Y,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
ae760077-0c6d-49fa-8a25-6beb1318bad5,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_371,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC044371.20160203,NEON.LTR.SERC044371.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0.63,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
6aaae54a-db97-425d-808b-105d1433e4a6,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_941,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC044941.20160203,NEON.LTR.SERC044941.20160203.WDY,NEON.DOC.001710vC,N,Woody material,0.34,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
f2d8d134-666f-4408-a865-bbc14e55f125,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_869,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052869.20160203,NEON.LTR.SERC052869.20160203.LVS,NEON.DOC.001710vC,N,Leaves,1,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
372c174e-eb51-4986-b012-5ac3ded830d9,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_856,2016-04-14,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC061856.20160203,NEON.LTR.SERC061856.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0.01,N,,alandes@field-ops.org,20210114T173454Z,RELEASE-2021
46dbefd8-a37f-479b-b2f0-a105b107938f,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_361,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC046361.20160203,NEON.LTR.SERC046361.20160203.NDL,NEON.DOC.001710vC,N,Needles,0.03,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
5aa35de3-fbae-4361-99a3-dbba69675a2c,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_698,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC053698.20160203,NEON.LTR.SERC053698.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
4323c02b-71f5-4c81-9f4c-10758dafcf97,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_103,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054103.20160203,NEON.LTR.SERC054103.20160203.LVS,NEON.DOC.001710vC,N,Leaves,0.58,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
0db8bf8f-2d07-497e-865e-4d807f0f49f9,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_670,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060670.20160203,NEON.LTR.SERC060670.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,10.77,Y,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
cdc5b776-e1ce-47a1-a7ce-f7d88f546107,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_670,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057670.20160203,NEON.LTR.SERC057670.20160203.LVS,NEON.DOC.001710vC,N,Leaves,1.54,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
727d4577-8c46-485b-85d2-53374c88cfd6,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_670,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057670.20160203,NEON.LTR.SERC057670.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
f3041a3d-38c7-47a4-8790-07e5522db54a,SERC_056.basePlot.ltr,D02,SERC,SERC_056,SERC_056_918,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC056918.20160203,NEON.LTR.SERC056918.20160203.WDY,NEON.DOC.001710vC,N,Woody material,3.81,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
348daf2a-27c1-4414-bc6c-dff0758e4562,SERC_046.basePlot.ltr,D02,SERC,SERC_046,SERC_046_930,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC046930.20160203,NEON.LTR.SERC046930.20160203.OTH,NEON.DOC.001710vC,N,Other,0.005,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
214f7ab1-a73e-4572-b89f-4f4c3154bc8a,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_763,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC053763.20160203,NEON.LTR.SERC053763.20160203.OTH,NEON.DOC.001710vC,N,Other,0.11,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
35010fcd-ba98-44a2-91b1-ac000b7efc4b,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_665,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052665.20160203,NEON.LTR.SERC052665.20160203.FLR,NEON.DOC.001710vC,N,Flowers,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
450d0dbb-6c1e-4236-a27c-27a5e4b60873,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_371,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC044371.20160203,NEON.LTR.SERC044371.20160203.LVS,NEON.DOC.001710vC,N,Leaves,0.8,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
09cfd31b-043b-490d-9f40-824a7fdd974f,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_869,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052869.20160203,NEON.LTR.SERC052869.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0.27,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
a29ddb1c-c2c4-4b7c-b4a4-594286c7acbf,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_363,2016-04-14,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC061363.20160203,NEON.LTR.SERC061363.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0.01,N,,alandes@field-ops.org,20210114T173454Z,RELEASE-2021
9f167d53-4420-43a6-8fe8-959b9764dbe9,SERC_053.basePlot.ltr,D02,SERC,SERC_053,SERC_053_698,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC053698.20160203,NEON.LTR.SERC053698.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
72d194a3-59e8-4fdc-9c0a-88a371d52de1,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_900,2016-04-05,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060900.20160203,NEON.LTR.SERC060900.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,arollosson@field-ops.org,20210114T173454Z,RELEASE-2021
e901fe54-702b-416b-b12e-16de744f00d3,SERC_061.basePlot.ltr,D02,SERC,SERC_061,SERC_061_363,2016-04-14,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC061363.20160203,NEON.LTR.SERC061363.20160203.WDY,NEON.DOC.001710vC,N,Woody material,0.03,N,,alandes@field-ops.org,20210114T173454Z,RELEASE-2021
926dc3f1-6d9e-4af6-bf88-75fa414aa88e,SERC_054.basePlot.ltr,D02,SERC,SERC_054,SERC_054_668,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC054668.20160203,NEON.LTR.SERC054668.20160203.SDS,NEON.DOC.001710vC,N,Seeds,2.92,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
2e699aca-6340-4c12-8bb0-5b35c42e783c,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_102,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC043102.20160203,NEON.LTR.SERC043102.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,3.74,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
28b5f720-e60e-481b-bca6-163e38772c4d,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_670,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057670.20160203,NEON.LTR.SERC057670.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
6ac8aea4-3e13-4567-a8c0-c977b779f44a,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_909,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057909.20160203,NEON.LTR.SERC057909.20160203.WDY,NEON.DOC.001710vC,N,Woody material,0.21,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
28ce7ab0-ec04-4a86-b150-415f45a6cc27,SERC_049.basePlot.ltr,D02,SERC,SERC_049,SERC_049_665,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC049665.20160203,NEON.LTR.SERC049665.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
79479f4b-ad17-4170-a969-1469822156fc,SERC_047.basePlot.ltr,D02,SERC,SERC_047,SERC_047_333,2016-02-22,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC047333.20160203,NEON.LTR.SERC047333.20160203.TWI,NEON.DOC.001710vC,N,Twigs/branches,0.92,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
bed7f65a-d3fe-4171-b1e9-d027722eb7f9,SERC_043.basePlot.ltr,D02,SERC,SERC_043,SERC_043_664,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC043664.20160203,NEON.LTR.SERC043664.20160203.SDS,NEON.DOC.001710vC,N,Seeds,3.89,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
41e2db66-4279-409e-8f5c-edeb0c06cba2,SERC_057.basePlot.ltr,D02,SERC,SERC_057,SERC_057_909,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC057909.20160203,NEON.LTR.SERC057909.20160203.LVS,NEON.DOC.001710vC,N,Leaves,5.28,Y,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
dc0ee453-d29e-446f-a0c6-b80dedf7a080,SERC_060.basePlot.ltr,D02,SERC,SERC_060,SERC_060_900,2016-04-05,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC060900.20160203,NEON.LTR.SERC060900.20160203.LVS,NEON.DOC.001710vC,N,Leaves,2.23,N,,arollosson@field-ops.org,20210114T173454Z,RELEASE-2021
a5ce545f-5744-42ef-967f-a73018ff9352,SERC_052.basePlot.ltr,D02,SERC,SERC_052,SERC_052_665,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC052665.20160203,NEON.LTR.SERC052665.20160203.SDS,NEON.DOC.001710vC,N,Seeds,13.63,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
5b040c59-4335-4494-803a-c783af490006,SERC_044.basePlot.ltr,D02,SERC,SERC_044,SERC_044_371,2016-02-19,2015-12-03,2016-02-03,,2016-02-09T17:40Z,2016-02-22T17:00Z,NEON.LTR.SERC044371.20160203,NEON.LTR.SERC044371.20160203.NDL,NEON.DOC.001710vC,N,Needles,0,N,,dsoteropoulos@neoninc.org,20210114T173454Z,RELEASE-2021
